payment_id,file_id,reference_id,amount,currency,direction,counterparty,payment_date,expected_posting_date,status
PMT-000876,FILE-0001,REF-UNMATCHED-265782,1096.84,USD,inbound,"Brooks, Rivas and Hernandez",2026-08-19,2026-08-20,unmatched
PMT-000877,FILE-0001,REF-UNMATCHED-224986,616.99,USD,inbound,Flores-Diaz,2026-08-26,2026-08-26,unmatched
PMT-000878,FILE-0001,REF-UNMATCHED-238703,268.4,USD,inbound,"Sanchez, Hester and George",2026-08-27,2026-08-27,unmatched
PMT-000879,FILE-0001,REF-UNMATCHED-305487,1735.0,USD,inbound,Humphrey Group,2026-08-28,2026-08-29,unmatched
PMT-000880,FILE-0001,REF-UNMATCHED-277774,1007.91,USD,inbound,Green and Sons,2026-08-28,2026-08-28,unmatched
PMT-000881,FILE-0001,REF-UNMATCHED-978719,1419.8,USD,inbound,Brown-Kemp,2026-08-17,2026-08-18,unmatched
PMT-000882,FILE-0001,REF-UNMATCHED-479776,1484.64,USD,inbound,"Ryan, Fitzgerald and Wall",2026-08-18,2026-08-19,unmatched
PMT-000883,FILE-0001,REF-UNMATCHED-843115,272.18,USD,inbound,Smith-Williams,2026-08-24,2026-08-25,unmatched
PMT-000884,FILE-0001,REF-UNMATCHED-919772,1458.97,USD,inbound,Webb PLC,2026-08-16,2026-08-16,unmatched
PMT-000885,FILE-0001,REF-UNMATCHED-278138,2105.93,USD,inbound,"Martin, Powell and Callahan",2026-08-28,2026-08-29,unmatched
PMT-000886,FILE-0001,REF-UNMATCHED-135393,853.16,USD,inbound,Adams-Cortez,2026-08-19,2026-08-20,unmatched
PMT-000887,FILE-0001,REF-UNMATCHED-618116,1102.26,USD,inbound,Glover Group,2026-08-21,2026-08-22,unmatched
PMT-000888,FILE-0001,REF-UNMATCHED-194127,162.31,USD,inbound,Collins Group,2026-08-24,2026-08-24,unmatched
PMT-000889,FILE-0001,REF-UNMATCHED-242912,576.81,USD,inbound,"Davidson, Sandoval and Wilkinson",2026-08-22,2026-08-22,unmatched
PMT-000890,FILE-0001,REF-UNMATCHED-485326,82.69,USD,inbound,"Hall, Newton and Sanders",2026-08-25,2026-08-25,unmatched
PMT-000891,FILE-0001,REF-UNMATCHED-477002,1821.03,USD,inbound,Cohen PLC,2026-08-28,2026-08-28,unmatched
PMT-000892,FILE-0001,REF-UNMATCHED-827365,2143.08,USD,inbound,Johnson-Bell,2026-08-27,2026-08-28,unmatched
PMT-000893,FILE-0001,REF-UNMATCHED-911583,1813.58,USD,inbound,Thompson-Sloan,2026-08-19,2026-08-20,unmatched
PMT-000894,FILE-0001,REF-UNMATCHED-338965,2192.46,USD,inbound,Nichols Ltd,2026-08-28,2026-08-28,unmatched
PMT-000895,FILE-0001,REF-UNMATCHED-957333,2167.33,USD,inbound,Gordon Inc,2026-08-19,2026-08-19,unmatched
PMT-000896,FILE-0001,REF-UNMATCHED-134176,2399.58,USD,inbound,"Fitzgerald, Johnson and Lee",2026-08-29,2026-08-29,unmatched
PMT-000897,FILE-0001,REF-UNMATCHED-912954,1237.76,USD,inbound,"King, Brown and Santiago",2026-08-22,2026-08-23,unmatched
PMT-000898,FILE-0001,REF-UNMATCHED-360769,1494.54,USD,inbound,Kim-Hobbs,2026-08-30,2026-08-30,unmatched
PMT-000899,FILE-0001,REF-UNMATCHED-296269,1605.15,USD,inbound,Bell PLC,2026-08-23,2026-08-23,unmatched
PMT-000900,FILE-0001,REF-UNMATCHED-195142,1180.52,USD,inbound,"Reid, Avila and Patel",2026-08-19,2026-08-20,unmatched
PMT-000901,FILE-0001,REF-UNMATCHED-343403,1002.7,USD,inbound,Cowan-Barnett,2026-08-17,2026-08-18,unmatched
PMT-000902,FILE-0001,REF-UNMATCHED-798069,1228.89,USD,inbound,Acosta LLC,2026-08-16,2026-08-16,unmatched
PMT-000903,FILE-0001,REF-UNMATCHED-492782,899.71,USD,inbound,"Sherman, Allen and Wells",2026-08-26,2026-08-26,unmatched
PMT-000904,FILE-0001,REF-UNMATCHED-989680,787.33,USD,inbound,Larson-Cochran,2026-08-30,2026-08-31,unmatched
PMT-000905,FILE-0001,REF-UNMATCHED-221001,595.18,USD,inbound,Norton-Bennett,2026-08-23,2026-08-24,unmatched
PMT-000906,FILE-0001,REF-UNMATCHED-732063,1931.95,USD,inbound,"Dodson, Pearson and White",2026-08-26,2026-08-27,unmatched
PMT-000907,FILE-0001,REF-UNMATCHED-338188,1898.46,USD,inbound,Morales-Bradley,2026-08-21,2026-08-21,unmatched
PMT-000908,FILE-0001,REF-UNMATCHED-415072,379.15,USD,inbound,Murray-Robinson,2026-08-27,2026-08-28,unmatched
PMT-000909,FILE-0001,REF-UNMATCHED-761552,1265.44,USD,inbound,Woodward-Edwards,2026-08-16,2026-08-17,unmatched
PMT-000910,FILE-0001,REF-UNMATCHED-562482,1362.17,USD,inbound,"Thornton, Reyes and Perez",2026-08-30,2026-08-31,unmatched
PMT-000911,FILE-0001,REF-UNMATCHED-415410,2061.0,USD,inbound,"Jones, Fisher and Keith",2026-08-29,2026-08-30,unmatched
PMT-000912,FILE-0001,REF-UNMATCHED-285755,981.7,USD,inbound,Mitchell LLC,2026-08-18,2026-08-19,unmatched
PMT-000913,FILE-0001,REF-UNMATCHED-716265,475.78,USD,inbound,"Larson, Ortiz and Villanueva",2026-08-29,2026-08-30,unmatched
PMT-000914,FILE-0001,REF-UNMATCHED-219638,438.83,USD,inbound,"Clayton, Tucker and Todd",2026-08-28,2026-08-28,unmatched
PMT-000915,FILE-0001,REF-UNMATCHED-500029,2064.42,USD,inbound,Woods-Richard,2026-08-25,2026-08-26,unmatched
PMT-000916,FILE-0001,REF-UNMATCHED-568985,2397.18,USD,inbound,"Romero, Boyd and Trujillo",2026-08-21,2026-08-22,unmatched
PMT-000917,FILE-0001,REF-UNMATCHED-186949,528.98,USD,inbound,"Castro, Hall and Mitchell",2026-08-18,2026-08-19,unmatched
PMT-000918,FILE-0001,REF-UNMATCHED-925636,2107.95,USD,inbound,"Hansen, Blair and Andrade",2026-08-23,2026-08-24,unmatched
PMT-000919,FILE-0001,REF-UNMATCHED-133148,2032.52,USD,inbound,Reyes-Turner,2026-08-22,2026-08-23,unmatched
PMT-000920,FILE-0001,REF-UNMATCHED-457011,378.27,USD,inbound,Edwards Inc,2026-08-18,2026-08-19,unmatched
PMT-000921,FILE-0001,REF-UNMATCHED-238112,2407.3,USD,inbound,"Rhodes, Morales and Russo",2026-08-26,2026-08-27,unmatched
PMT-000922,FILE-0001,REF-UNMATCHED-395729,1395.06,USD,inbound,"Barnes, Kelley and Stephens",2026-08-18,2026-08-18,unmatched
PMT-000923,FILE-0001,REF-UNMATCHED-660204,138.48,USD,inbound,Holmes and Sons,2026-08-29,2026-08-30,unmatched
PMT-000924,FILE-0001,REF-UNMATCHED-886608,572.86,USD,inbound,"Hurley, Marquez and White",2026-08-26,2026-08-26,unmatched
PMT-000925,FILE-0001,REF-UNMATCHED-765827,1021.95,USD,inbound,Hamilton-Chen,2026-08-29,2026-08-29,unmatched
PMT-000926,FILE-0001,REF-UNMATCHED-946069,2216.98,USD,inbound,Miller Inc,2026-08-18,2026-08-19,unmatched
PMT-000927,FILE-0001,REF-UNMATCHED-158355,2229.5,USD,inbound,Gonzalez-Mendez,2026-08-18,2026-08-18,unmatched
PMT-000928,FILE-0001,REF-UNMATCHED-785437,2007.72,USD,inbound,"Phelps, Summers and Baker",2026-08-29,2026-08-30,unmatched
PMT-000929,FILE-0001,REF-UNMATCHED-616393,131.14,USD,inbound,"Delacruz, Gibson and Martinez",2026-08-28,2026-08-28,unmatched
PMT-000930,FILE-0001,REF-UNMATCHED-201399,2411.98,USD,inbound,Leonard LLC,2026-08-15,2026-08-15,unmatched
PMT-000931,FILE-0001,REF-T-0O0851,2067.29,USD,inbound,"Howard, Levine and Branch",2026-08-05,2026-08-05,unmatched
PMT-000932,FILE-0001,REF-T-0O0852,858.23,USD,inbound,"Howard, Bell and Cook",2026-08-23,2026-08-24,unmatched
PMT-000933,FILE-0001,REF-T-000B53,1234.87,USD,inbound,"Briggs, Medina and Watkins",2026-08-03,2026-08-03,unmatched
PMT-000934,FILE-0001,REF-T-O00854,898.97,USD,inbound,Reeves-Padilla,2026-08-25,2026-08-26,unmatched
PMT-000935,FILE-0001,REF-T-00085S,541.71,USD,inbound,Silva Inc,2026-08-28,2026-08-29,unmatched
PMT-000936,FILE-0001,REF-T-0O0856,647.72,USD,inbound,"Ayers, Hunt and Singh",2026-08-11,2026-08-11,unmatched
PMT-000937,FILE-0001,REF-T-0008S7,862.32,USD,inbound,Evans-Johnson,2026-07-31,2026-08-01,unmatched
PMT-000938,FILE-0001,REF-T-0008S8,2373.84,USD,inbound,Hampton and Sons,2026-08-07,2026-08-07,unmatched
PMT-000939,FILE-0001,REF-T-00O859,1700.31,USD,inbound,"Powell, Forbes and Rowe",2026-08-12,2026-08-12,unmatched
PMT-000940,FILE-0001,REF-T-O00860,370.75,USD,inbound,Simmons Ltd,2026-08-03,2026-08-04,unmatched
PMT-000941,FILE-0001,REF-T-O00861,1589.84,USD,inbound,Daniels Ltd,2026-08-23,2026-08-23,unmatched
PMT-000942,FILE-0001,REF-T-0008G2,1344.01,USD,inbound,Rich-White,2026-08-30,2026-08-31,unmatched
PMT-000943,FILE-0001,REF-T-000B63,1948.47,USD,inbound,Johnson Group,2026-08-25,2026-08-26,unmatched
PMT-000944,FILE-0001,REF-T-O00864,1751.82,USD,inbound,Williams PLC,2026-08-16,2026-08-17,unmatched
PMT-000945,FILE-0001,REF-T-0O0865,360.0,USD,inbound,"Fields, Richard and Wyatt",2026-08-16,2026-08-17,unmatched
PMT-000946,FILE-0001,REF-T-0008G6,1798.07,USD,inbound,Smith LLC,2026-08-16,2026-08-17,unmatched
PMT-000947,FILE-0001,REF-T-00O867,682.35,USD,inbound,Rodriguez PLC,2026-08-12,2026-08-13,unmatched
PMT-000948,FILE-0001,REF-T-00086B,1660.68,USD,inbound,"Clark, Adkins and Leon",2026-08-23,2026-08-23,unmatched
PMT-000949,FILE-0001,REF-T-000B69,1836.36,USD,inbound,"Brown, Martin and Nelson",2026-08-12,2026-08-13,unmatched
PMT-000950,FILE-0001,REF-T-00O870,2242.34,USD,inbound,Norris-Collins,2026-08-24,2026-08-24,unmatched
PMT-000951,FILE-0001,REF-T-O00871,439.75,USD,inbound,Watson-Kaiser,2026-08-29,2026-08-29,unmatched
PMT-000952,FILE-0001,REF-T-00087Z,1600.28,USD,inbound,"Pena, Jones and Miller",2026-08-07,2026-08-08,unmatched
PMT-000953,FILE-0001,REF-T-00O873,1408.98,USD,inbound,Curtis-Smith,2026-08-08,2026-08-09,unmatched
PMT-000954,FILE-0001,REF-T-O00874,646.06,USD,inbound,Monroe-Daniels,2026-08-20,2026-08-21,unmatched
PMT-000955,FILE-0001,REF-T-00O875,865.22,USD,inbound,Burke Inc,2026-08-05,2026-08-05,unmatched
PMT-000956,FILE-0001,REF-T-0O0876,1904.0,USD,inbound,"Landry, Medina and Walker",2026-08-24,2026-08-24,unmatched
PMT-000957,FILE-0001,REF-T-0O0877,1297.62,USD,inbound,Shaw Group,2026-08-27,2026-08-27,unmatched
PMT-000958,FILE-0001,REF-T-O00878,2209.85,USD,inbound,Walters and Sons,2026-08-12,2026-08-12,unmatched
PMT-000959,FILE-0001,REF-T-000B79,1334.73,USD,inbound,Lee Ltd,2026-08-15,2026-08-16,unmatched
PMT-000960,FILE-0001,REF-T-0008B0,983.81,USD,inbound,Cox-Alvarez,2026-08-06,2026-08-06,unmatched
PMT-000961,FILE-0001,REF-T-O00881,669.65,USD,inbound,Parker-Townsend,2026-08-23,2026-08-24,unmatched
PMT-000962,FILE-0001,REF-T-0O0882,993.75,USD,inbound,"Steele, Malone and Pruitt",2026-08-15,2026-08-16,unmatched
PMT-000963,FILE-0001,REF-T-0O0883,2316.16,USD,inbound,Bradley Ltd,2026-08-24,2026-08-24,unmatched
PMT-000964,FILE-0001,REF-T-0O0884,582.51,USD,inbound,Payne and Sons,2026-08-26,2026-08-26,unmatched
PMT-000965,FILE-0001,REF-T-O00885,2180.15,USD,inbound,Walters Inc,2026-08-05,2026-08-05,unmatched
PMT-000966,FILE-0001,REF-T-0008B6,1776.86,USD,inbound,Bennett-Mckay,2026-08-19,2026-08-20,unmatched
PMT-000967,FILE-0001,REF-T-O00887,517.47,USD,inbound,"Morris, Nguyen and Wade",2026-08-09,2026-08-10,unmatched
PMT-000968,FILE-0001,REF-T-0008B8,1876.98,USD,inbound,Jordan Inc,2026-08-08,2026-08-08,unmatched
PMT-000969,FILE-0001,REF-T-0O0889,717.26,USD,inbound,Powell PLC,2026-08-08,2026-08-09,unmatched
PMT-000970,FILE-0001,REF-T-00089O,357.59,USD,inbound,"Barnes, Lyons and Cooper",2026-08-16,2026-08-16,unmatched
PMT-000971,FILE-0001,REF-M-0007,2176.93,USD,inbound,Gutierrez-Charles,2026-08-29,2026-08-30,unmatched
PMT-000972,FILE-0001,REF-M-0305,2454.55,USD,inbound,Dawson-Davis,2026-08-01,2026-08-02,unmatched
PMT-000973,FILE-0001,REF-M-0390,671.13,USD,inbound,Mckinney PLC,2026-08-28,2026-08-29,unmatched
PMT-000974,FILE-0001,REF-M-0153,621.02,USD,inbound,Smith-Gomez,2026-08-05,2026-08-05,unmatched
PMT-000975,FILE-0001,REF-M-0011,1912.32,USD,inbound,Rogers-Kirby,2026-08-05,2026-08-05,unmatched
PMT-000976,FILE-0001,REF-M-0304,2024.19,USD,inbound,Bowers-Turner,2026-08-07,2026-08-07,unmatched
PMT-000977,FILE-0001,REF-M-0686,1985.5,USD,inbound,Fox-Patterson,2026-08-28,2026-08-29,unmatched
PMT-000978,FILE-0001,REF-M-0742,213.49,USD,inbound,Boyd Inc,2026-08-28,2026-08-28,unmatched
PMT-000979,FILE-0001,REF-M-0569,1544.43,USD,inbound,Nelson-Li,2026-08-20,2026-08-21,unmatched
PMT-000980,FILE-0001,REF-M-0444,1332.87,USD,inbound,"Brock, Parks and Warren",2026-08-21,2026-08-22,unmatched
PMT-000981,FILE-0001,REF-M-0142,1748.36,USD,inbound,Jordan Group,2026-08-14,2026-08-15,unmatched
PMT-000982,FILE-0001,REF-M-0049,1743.62,USD,inbound,"Thompson, Sanchez and Harrison",2026-08-20,2026-08-20,unmatched
PMT-000983,FILE-0001,REF-M-0118,1818.92,USD,inbound,"Ball, Brewer and Alexander",2026-08-15,2026-08-16,unmatched
PMT-000984,FILE-0001,REF-M-0597,645.61,USD,inbound,Jones Group,2026-08-22,2026-08-22,unmatched
PMT-000985,FILE-0001,REF-M-0460,1112.68,USD,inbound,Day-Sparks,2026-08-12,2026-08-13,unmatched
PMT-000986,FILE-0001,REF-M-0067,2302.66,USD,inbound,Cannon-Martinez,2026-08-25,2026-08-26,unmatched
PMT-000987,FILE-0001,REF-M-0154,454.6,USD,inbound,Bishop-Smith,2026-08-18,2026-08-19,unmatched
PMT-000988,FILE-0001,REF-M-0171,293.34,USD,inbound,"Kelly, Bradley and Ponce",2026-08-11,2026-08-12,unmatched
PMT-000989,FILE-0001,REF-M-0707,476.13,USD,inbound,Moore-Davis,2026-08-28,2026-08-29,unmatched
PMT-000990,FILE-0001,REF-M-0120,1328.36,USD,inbound,Lambert-Rios,2026-08-29,2026-08-30,unmatched
PMT-000991,FILE-0001,REF-T-000891,1424.01,USD,inbound,Miller-Gutierrez,2026-08-15,2026-08-15,unmatched
PMT-000992,FILE-0001,REF-T-000892,2206.23,USD,inbound,House LLC,2026-08-28,2026-08-29,unmatched
PMT-000993,FILE-0001,REF-T-000893,61.26,USD,inbound,"Morales, Johnson and Warren",2026-08-10,2026-08-11,unmatched
PMT-000994,FILE-0001,REF-T-000894,379.33,USD,inbound,Kelly LLC,2026-08-03,2026-08-04,unmatched
PMT-000995,FILE-0001,REF-T-000895,2013.44,USD,inbound,Anthony-Romero,2026-08-16,2026-08-17,unmatched
PMT-000996,FILE-0001,REF-T-000896,143.61,USD,inbound,"Owens, Sanchez and Bishop",2026-08-18,2026-08-18,unmatched
PMT-000997,FILE-0001,REF-T-000897,1401.21,USD,inbound,"Lee, Johnson and Hall",2026-08-24,2026-08-24,unmatched
PMT-000998,FILE-0001,REF-T-000898,152.31,USD,inbound,Berger-Johnson,2026-08-01,2026-08-02,unmatched
PMT-000999,FILE-0001,REF-T-000899,1239.47,USD,inbound,"Aguilar, Johnson and Oconnell",2026-08-13,2026-08-13,unmatched
PMT-001000,FILE-0001,REF-T-000900,491.37,USD,inbound,Malone-Lawrence,2026-08-12,2026-08-12,unmatched
